1,0x0000000000000000000000000000000000001004,BSC: Token Hub,154,035,376.66617236 BNB,--,2,809,266
110,0x2d3c973e5993cd47b9f8a2b8e26cd9712546e3ce,,11,460.404509 BNB,0.05122842%,6
111,0x1c807b7dd3381f79a78ca68e070e769447eb119c,,11,442.05060256 BNB,0.05114637%,12
112,0x2b056ef5dce8cae3e6a62839b00ca4234538383b,,11,200.00562709 BNB,0.05006442%,220
113,0x037f3666c3b2511d510cdf1b83806d8dcc7c1b9d,,11,153.62268138 BNB,0.04985709%,11,971
114,0xca4d16a88a4d2f3b95962590f5d46611ba3faea4,,11,001.006395 BNB,0.04917489%,6
115,0x6f3e3a06202b54c31875524662a198d2c1104141,,11,000.106395 BNB,0.04917087%,12
116,0xaba97e2fd0ca76a9153f45ea2e1c51b292bb31b4,,10,914.51298654 BNB,0.04878826%,19
117,0xf6e2167caa97358a5ec0094e5b1ab21f1327de32,,10,790.006395 BNB,0.04823171%,4
118,0xfb5b6c55e86a253c0bcc56436acb2e7e95e6b9fc,,10,703.83 BNB,0.04784650%,1
119,0x2de02e73a8de3993c75e298b274743553b3cecd9,,10,700.006395 BNB,0.04782941%,11
120,0x1587629e7d52980a4e2aea00a456a30173f51ca3,,10,466.006185 BNB,0.04678342%,8
121,0x254aafecf006684561e677f94258fa411470f6a6,,10,434.00608 BNB,0.04664038%,12
122,0x93c2df0f8da32e87d50f3eb777cba5f00326fd8c,,10,362.806395 BNB,0.04632211%,45
123,0xa2280873c43e56a3eed1bc599456802f6c1e9ef5,,10,108.10618385 BNB,0.04518359%,64
124,0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,,10,000.07700063 BNB,0.04470070%,181
125,0xd6b1ddecc29a9fd6fdec2baee9b1406c4f453fbe,,9,900 BNB,0.04425335%,1
126,0x701e71abda789986e2b89f4cb2242a8b4122f02a,,9,803 BNB,0.04381976%,1
127,0x9f47ca27402833499db7a1d7f421b201bae04ba2,,9,730.08389479 BNB,0.04349382%,2
128,0x3bb5f6285c312fc7e1877244103036ebbeda193d,,9,614.21267569 BNB,0.04297587%,73,910
129,0x8991f6fb6e45f201f75efde4c7fe8c0fe86c7db2,,9,594.00628924 BNB,0.04288555%,32
130,0x9cbadd5ce7e14742f70414a6dcbd4e7bb8712719,,9,490.89181279 BNB,0.04242462%,29
