1,0x00000000219ab540356cbb839cbe05303d7705fa,Eth2 Deposit Contract,7,825,474.000069 Ether,6.65298890%,156,655
230,0xab7bb7959332888e44d795c6f28ee876a8469eaa,,65,050.05 Ether,0.05530365%,9
231,0xa0e239b0abf4582366adaff486ee268c848c4409,,64,282.19517837 Ether,0.05465084%,37
232,0x8759b0b1d9cba80e3836228dfb982abaa2c48b97,,63,734.36885313 Ether,0.05418509%,303
233,0x631617282dae8672d63344d69f2c085df9f2dad5,,63,218.90533394 Ether,0.05374686%,101
234,0xdfb6a4b143f6a1de4725c451c46433801de52bfd,,62,000.28142684 Ether,0.05271082%,20
235,0xdbfc4549b325b6f00013a3861b87aab6696fdbee,,61,378.27838904 Ether,0.05218201%,20,319
236,0x8b505e2871f7deb7a63895208e8227dcaa1bff05,,61,216.6 Ether,0.05204456%,2
237,0xd40e8cee01a147f0a24524d725ef1f0297ba6b06,,60,601.53900812 Ether,0.05152165%,25
238,0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15,,60,083.99638258 Ether,0.05108165%,37
239,0x831c3720681096f276cb016b51a33433d7cb2faa,,60,000 Ether,0.05101024%,49
240,0x7ced76dde9203a554df01cbb1ed0d17e9bce7524,,60,000 Ether,0.05101024%,47
241,0x92f71d08f5ee94a7bf40fab05beda3545b55ad2a,,60,000 Ether,0.05101024%,51
242,0x3f4ac8d3e1414b5351e632391908177c012c65cc,,60,000 Ether,0.05101024%,54
243,0xac08f21ef597a51865d69896f09b52472acde80d,,60,000 Ether,0.05101024%,47
244,0x6fb8ebc19bc2a9fa4413ba6a0ca6fa99e974b461,,60,000 Ether,0.05101024%,41
245,0x807cc0e799dcc651d94595e1f7f6e7373ef8f96a,,60,000 Ether,0.05101024%,44
246,0xf196c023de1f19d6529133759f449c4b01ce0f51,,60,000 Ether,0.05101024%,41
247,0xe9a5a2acfa9bee149ed28fcbf12b60ff2ad97efb,,60,000 Ether,0.05101024%,51
248,0x303c741bb15c9c4b1c72320f6df702b32da80519,,60,000 Ether,0.05101024%,56
249,0xe93fc974908003faddf0bd972b05b6494368d3f5,,60,000 Ether,0.05101024%,45
250,0x36b6751586614d647d8a3f495e82bdcf250914c8,,60,000 Ether,0.05101024%,45
251,0xa463597d49f54fe6a811fb894cbd67c7f92852b0,,60,000 Ether,0.05101024%,46
252,0x19bf56fca395a600c20f732b05757f30ad24a719,,60,000 Ether,0.05101024%,50
253,0x04b7f4195595d8132dd8249cc8dc7e79a6ae772b,,60,000 Ether,0.05101024%,45
254,0xff2ac8c5834a7585fcc97edb8ba2431c4beab487,,60,000 Ether,0.05101024%,42
255,0x4ed97d6470f5121a8e02498ea37a50987da0eec0,,60,000 Ether,0.05101024%,52
256,0xcac9c634b4464efe71a9a5910edba06686baf457,,60,000 Ether,0.05101024%,48
257,0x2d1566722288be5525b548a642c98b546f116aa0,,60,000 Ether,0.05101024%,49
